cod_ibge,nome_municipio,uf,populacao,ano_referencia
1100015,Alta Floresta D'Oeste,RO,22787,2025
1100023,Ariquemes,RO,109170,2025
1100031,Cabixi,RO,5664,2025
1100049,Cacoal,RO,98280,2025
1100056,Cerejeiras,RO,16966,2025
1100064,Colorado do Oeste,RO,16508,2025
1100072,Corumbiara,RO,7968,2025
1100080,Costa Marques,RO,13510,2025
1100098,Espigão D'Oeste,RO,32842,2025
1100106,Guajará-Mirim,RO,43594,2025
1100114,Jaru,RO,55682,2025
1100122,Ji-Paraná,RO,140101,2025
1100130,Machadinho D'Oeste,RO,34149,2025
1100148,Nova Brasilândia D'Oeste,RO,16374,2025
1100155,Ouro Preto do Oeste,RO,38684,2025
1100189,Pimenta Bueno,RO,39220,2025
1100205,Porto Velho,RO,517709,2025
1100254,Presidente Médici,RO,20443,2025
1100262,Rio Crespo,RO,3767,2025
1100288,Rolim de Moura,RO,62959,2025
1100296,Santa Luzia D'Oeste,RO,7837,2025
1100304,Vilhena,RO,109651,2025
1100320,São Miguel do Guaporé,RO,22305,2025
1100338,Nova Mamoré,RO,28701,2025
1100346,Alvorada D'Oeste,RO,13720,2025
1100379,Alto Alegre dos Parecis,RO,12237,2025
1100403,Alto Paraíso,RO,17467,2025
1100452,Buritis,RO,30649,2025
1100502,Novo Horizonte do Oeste,RO,7972,2025
1100601,Cacaulândia,RO,4292,2025
1100700,Campo Novo de Rondônia,RO,9095,2025
1100809,Candeias do Jamari,RO,24313,2025
1100908,Castanheiras,RO,3450,2025
1100924,Chupinguaia,RO,10191,2025
1100940,Cujubim,RO,15877,2025
1101005,Governador Jorge Teixeira,RO,8340,2025
1101104,Itapuã do Oeste,RO,9228,2025
1101203,Ministro Andreazza,RO,6519,2025
1101302,Mirante da Serra,RO,9657,2025
1101401,Monte Negro,RO,12168,2025
1101435,Nova União,RO,6541,2025
1101450,Parecis,RO,4372,2025
1101468,Pimenteiras do Oeste,RO,2309,2025
1101476,Primavera de Rondônia,RO,3268,2025
1101484,São Felipe D'Oeste,RO,5588,2025
1101492,São Francisco do Guaporé,RO,17557,2025
1101500,Seringueiras,RO,12965,2025
1101559,Teixeirópolis,RO,4521,2025
1101609,Theobroma,RO,8459,2025
1101708,Urupá,RO,11314,2025
1101757,Vale do Anari,RO,8220,2025
1101807,Vale do Paraíso,RO,6790,2025
1200013,Acrelândia,AC,14712,2025
1200054,Assis Brasil,AC,8648,2025
1200104,Brasiléia,AC,28028,2025
1200138,Bujari,AC,13928,2025
1200179,Capixaba,AC,10981,2025
1200203,Cruzeiro do Sul,AC,98916,2025
1200252,Epitaciolândia,AC,19874,2025
1200302,Feijó,AC,37764,2025
1200328,Jordão,AC,9884,2025
1200336,Mâncio Lima,AC,20479,2025
1200344,Manoel Urbano,AC,12923,2025
1200351,Marechal Thaumaturgo,AC,18057,2025
1200385,Plácido de Castro,AC,17107,2025
1200393,Porto Walter,AC,11333,2025
1200401,Rio Branco,AC,389001,2025
1200427,Rodrigues Alves,AC,15560,2025
1200435,Santa Rosa do Purus,AC,7217,2025
1200450,Senador Guiomard,AC,22402,2025
1200500,Sena Madureira,AC,44049,2025
1200609,Tarauacá,AC,46816,2025
1200708,Xapuri,AC,19170,2025
1200807,Porto Acre,AC,17523,2025
1300029,Alvarães,AM,16806,2025
1300060,Amaturá,AM,11533,2025
1300086,Anamã,AM,9981,2025
1300102,Anori,AM,18056,2025
1300144,Apuí,AM,21781,2025
1300201,Atalaia do Norte,AM,15889,2025
1300300,Autazes,AM,45960,2025
1300409,Barcelos,AM,18210,2025
1300508,Barreirinha,AM,33722,2025
1300607,Benjamin Constant,AM,40908,2025
1300631,Beruri,AM,22495,2025
1300680,Boa Vista do Ramos,AM,26479,2025
1300706,Boca do Acre,AM,38792,2025
1300805,Borba,AM,34869,2025
1300839,Caapiranga,AM,14806,2025
1300904,Canutama,AM,18109,2025
1301001,Carauari,AM,31130,2025
1301100,Careiro,AM,32336,2025
1301159,Careiro da Várzea,AM,20324,2025
1301209,Coari,AM,73576,2025
1301308,Codajás,AM,24572,2025
1301407,Eirunepé,AM,35793,2025
1301506,Envira,AM,17985,2025
1301605,Fonte Boa,AM,28227,2025
1301654,Guajará,AM,14344,2025
1301704,Humaitá,AM,63454,2025
1301803,Ipixuna,AM,25629,2025
1301852,Iranduba,AM,68862,2025
1301902,Itacoatiara,AM,113917,2025
1301951,Itamarati,AM,11956,2025
1302009,Itapiranga,AM,10955,2025
1302108,Japurá,AM,9420,2025
1302207,Juruá,AM,11093,2025
1302306,Jutaí,AM,28202,2025
1302405,Lábrea,AM,49469,2025
1302504,Manacapuru,AM,111751,2025
1302553,Manaquiri,AM,16211,2025
1302603,Manaus,AM,2303732,2025
1302702,Manicoré,AM,58018,2025
1302801,Maraã,AM,15815,2025
1302900,Maués,AM,66336,2025
1303007,Nhamundá,AM,21251,2025
1303106,Nova Olinda do Norte,AM,28123,2025
1303205,Novo Airão,AM,16562,2025
1303304,Novo Aripuanã,AM,25325,2025
1303403,Parintins,AM,101855,2025
1303502,Pauini,AM,20229,2025
1303536,Presidente Figueiredo,AM,33291,2025
1303569,Rio Preto da Eva,AM,25364,2025
1303601,Santa Isabel do Rio Negro,AM,13947,2025
1303700,Santo Antônio do Içá,AM,30679,2025
1303809,São Gabriel da Cachoeira,AM,57396,2025
1303908,São Paulo de Olivença,AM,35442,2025
1303957,São Sebastião do Uatumã,AM,12338,2025
1304005,Silves,AM,12619,2025
1304062,Tabatinga,AM,73348,2025
1304104,Tapauá,AM,20728,2025
1304203,Tefé,AM,80137,2025
1304237,Tonantins,AM,20257,2025
1304260,Uarini,AM,15640,2025
1304302,Urucará,AM,19617,2025
1304401,Urucurituba,AM,25965,2025
1400027,Amajari,RR,16112,2025
1400050,Alto Alegre,RR,23589,2025
1400100,Boa Vista,RR,485477,2025
1400159,Bonfim,RR,15570,2025
1400175,Cantá,RR,21102,2025
1400209,Caracaraí,RR,22750,2025
1400233,Caroebe,RR,12004,2025
1400282,Iracema,RR,10937,2025
1400308,Mucajaí,RR,20006,2025
1400407,Normandia,RR,16323,2025
1400456,Pacaraima,RR,23112,2025
1400472,Rorainópolis,RR,37787,2025
1400506,São João da Baliza,RR,9969,2025
1400605,São Luiz do Anauá,RR,7848,2025
1400704,Uiramutã,RR,16186,2025
1500107,Abaetetuba,PA,172344,2025
1500131,Abel Figueiredo,PA,6275,2025
1500206,Acará,PA,63110,2025
1500305,Afuá,PA,40473,2025
1500347,Água Azul do Norte,PA,17596,2025
1500404,Alenquer,PA,75882,2025
1500503,Almeirim,PA,36442,2025
1500602,Altamira,PA,138749,2025
1500701,Anajás,PA,30247,2025
1500800,Ananindeua,PA,509227,2025
1500859,Anapu,PA,35638,2025
1500909,Augusto Corrêa,PA,47912,2025
1500958,Aurora do Pará,PA,24193,2025
1501006,Aveiro,PA,19380,2025
1501105,Bagre,PA,35147,2025
1501204,Baião,PA,56850,2025
1501253,Bannach,PA,4290,2025
1501303,Barcarena,PA,139076,2025
1501402,Belém,PA,1397315,2025
1501451,Belterra,PA,19075,2025
1501501,Benevides,PA,68962,2025
1501576,Bom Jesus do Tocantins,PA,19129,2025
1501600,Bonito,PA,12961,2025
1501709,Bragança,PA,132489,2025
1501725,Brasil Novo,PA,27130,2025
1501758,Brejo Grande do Araguaia,PA,6966,2025
1501782,Breu Branco,PA,47066,2025
1501808,Breves,PA,116058,2025
1501907,Bujaru,PA,25065,2025
1501956,Cachoeira do Piriá,PA,19223,2025
1502004,Cachoeira do Arari,PA,25467,2025
1502103,Cametá,PA,144859,2025
1502152,Canaã dos Carajás,PA,89524,2025
1502202,Capanema,PA,75309,2025
1502301,Capitão Poço,PA,60318,2025
1502400,Castanhal,PA,209126,2025
1502509,Chaves,PA,21501,2025
1502608,Colares,PA,13625,2025
1502707,Conceição do Araguaia,PA,47144,2025
1502756,Concórdia do Pará,PA,28270,2025
1502764,Cumaru do Norte,PA,15150,2025
1502772,Curionópolis,PA,20975,2025
1502806,Curralinho,PA,36814,2025
1502855,Curuá,PA,14954,2025
1502905,Curuçá,PA,44880,2025
1502939,Dom Eliseu,PA,62823,2025
1502954,Eldorado do Carajás,PA,29287,2025
1503002,Faro,PA,9167,2025
1503044,Floresta do Araguaia,PA,18595,2025
1503077,Garrafão do Norte,PA,25558,2025
1503093,Goianésia do Pará,PA,26703,2025
1503101,Gurupá,PA,34137,2025
1503200,Igarapé-Açu,PA,37925,2025
1503309,Igarapé-Miri,PA,69446,2025
1503408,Inhangapi,PA,10784,2025
1503457,Ipixuna do Pará,PA,29264,2025
1503507,Irituia,PA,32740,2025
1503606,Itaituba,PA,135369,2025
1503705,Itupiranga,PA,52201,2025
1503754,Jacareacanga,PA,26579,2025
1503804,Jacundá,PA,37726,2025
1503903,Juruti,PA,54255,2025
1504000,Limoeiro do Ajuru,PA,32088,2025
1504059,Mãe do Rio,PA,37473,2025
1504109,Magalhães Barata,PA,8439,2025
1504208,Marabá,PA,290975,2025
1504307,Maracanã,PA,27129,2025
1504406,Marapanim,PA,28159,2025
1504422,Marituba,PA,119437,2025
1504455,Medicilândia,PA,28677,2025
1504505,Melgaço,PA,30080,2025
1504604,Mocajuba,PA,28903,2025
1504703,Moju,PA,91760,2025
1504752,Mojuí dos Campos,PA,25818,2025
1504802,Monte Alegre,PA,64002,2025
1504901,Muaná,PA,49648,2025
1504950,Nova Esperança do Piriá,PA,21304,2025
1504976,Nova Ipixuna,PA,14400,2025
1505007,Nova Timboteua,PA,13175,2025
1505031,Novo Progresso,PA,37054,2025
1505064,Novo Repartimento,PA,63796,2025
1505106,Óbidos,PA,55527,2025
1505205,Oeiras do Pará,PA,36734,2025
1505304,Oriximiná,PA,72889,2025
1505403,Ourém,PA,18783,2025
1505437,Ourilândia do Norte,PA,35252,2025
1505486,Pacajá,PA,43741,2025
1505494,Palestina do Pará,PA,7063,2025
1505502,Paragominas,PA,113498,2025
1505536,Parauapebas,PA,305771,2025
1505551,Pau D'Arco,PA,7354,2025
1505601,Peixe-Boi,PA,8686,2025
1505635,Piçarra,PA,13366,2025
1505650,Placas,PA,18510,2025
1505700,Ponta de Pedras,PA,25736,2025
1505809,Portel,PA,67580,2025
1505908,Porto de Moz,PA,44121,2025
1506005,Prainha,PA,38733,2025
1506104,Primavera,PA,11379,2025
1506112,Quatipuru,PA,11838,2025
1506138,Redenção,PA,92694,2025
1506161,Rio Maria,PA,19190,2025
1506187,Rondon do Pará,PA,57031,2025
1506195,Rurópolis,PA,37198,2025
1506203,Salinópolis,PA,48663,2025
1506302,Salvaterra,PA,25687,2025
1506351,Santa Bárbara do Pará,PA,22530,2025
1506401,Santa Cruz do Arari,PA,7626,2025
1506500,Santa Izabel do Pará,PA,79195,2025
1506559,Santa Luzia do Pará,PA,21295,2025
1506583,Santa Maria das Barreiras,PA,17065,2025
1506609,Santa Maria do Pará,PA,25815,2025
1506708,Santana do Araguaia,PA,30455,2025
1506807,Santarém,PA,360871,2025
1506906,Santarém Novo,PA,6355,2025
1507003,Santo Antônio do Tauá,PA,29234,2025
1507102,São Caetano de Odivelas,PA,17258,2025
1507151,São Domingos do Araguaia,PA,21555,2025
1507201,São Domingos do Capim,PA,32554,2025
1507300,São Félix do Xingu,PA,64651,2025
1507409,São Francisco do Pará,PA,15429,2025
1507458,São Geraldo do Araguaia,PA,24929,2025
1507466,São João da Ponta,PA,4470,2025
1507474,São João de Pirabas,PA,21477,2025
1507508,São João do Araguaia,PA,14293,2025
1507607,São Miguel do Guamá,PA,55970,2025
1507706,São Sebastião da Boa Vista,PA,27651,2025
1507755,Sapucaia,PA,6212,2025
1507805,Senador José Porfírio,PA,24989,2025
1507904,Soure,PA,25315,2025
1507953,Tailândia,PA,75290,2025
1507961,Terra Alta,PA,10837,2025
1507979,Terra Santa,PA,19792,2025
1508001,Tomé-Açu,PA,73058,2025
1508035,Tracuateua,PA,30494,2025
1508050,Trairão,PA,15550,2025
1508084,Tucumã,PA,42883,2025
1508100,Tucuruí,PA,96119,2025
1508126,Ulianópolis,PA,39360,2025
1508159,Uruará,PA,45962,2025
1508209,Vigia,PA,54062,2025
1508308,Viseu,PA,62189,2025
1508357,Vitória do Xingu,PA,16552,2025
1508407,Xinguara,PA,57768,2025
1600055,Serra do Navio,AP,5003,2025
1600105,Amapá,AP,8440,2025
1600154,Pedra Branca do Amapari,AP,13888,2025
1600204,Calçoene,AP,11461,2025
1600212,Cutias,AP,4723,2025
1600238,Ferreira Gomes,AP,7184,2025
1600253,Itaubal,AP,6097,2025
1600279,Laranjal do Jari,AP,37872,2025
1600303,Macapá,AP,489676,2025
1600402,Mazagão,AP,23773,2025
1600501,Oiapoque,AP,30786,2025
1600535,Porto Grande,AP,19048,2025
1600550,Pracuúba,AP,4048,2025
1600600,Santana,AP,118803,2025
1600709,Tartarugalzinho,AP,13816,2025
1600808,Vitória do Jari,AP,11899,2025
1700251,Abreulândia,TO,2682,2025
1700301,Aguiarnópolis,TO,4502,2025
1700350,Aliança do Tocantins,TO,5196,2025
1700400,Almas,TO,6483,2025
1700707,Alvorada,TO,9128,2025
1701002,Ananás,TO,10700,2025
1701051,Angico,TO,2903,2025
1701101,Aparecida do Rio Negro,TO,5110,2025
1701309,Aragominas,TO,5330,2025
1701903,Araguacema,TO,6022,2025
1702000,Araguaçu,TO,8242,2025
1702109,Araguaína,TO,183024,2025
1702158,Araguanã,TO,4300,2025
1702208,Araguatins,TO,33286,2025
1702307,Arapoema,TO,5488,2025
1702406,Arraias,TO,10511,2025
1702554,Augustinópolis,TO,18237,2025
1702703,Aurora do Tocantins,TO,3418,2025
1702901,Axixá do Tocantins,TO,10732,2025
1703008,Babaçulândia,TO,7636,2025
1703057,Bandeirantes do Tocantins,TO,3555,2025
1703073,Barra do Ouro,TO,4667,2025
1703107,Barrolândia,TO,4890,2025
1703206,Bernardo Sayão,TO,4307,2025
1703305,Bom Jesus do Tocantins,TO,4201,2025
1703602,Brasilândia do Tocantins,TO,2013,2025
1703701,Brejinho de Nazaré,TO,4774,2025
1703800,Buriti do Tocantins,TO,10696,2025
1703826,Cachoeirinha,TO,1982,2025
1703842,Campos Lindos,TO,8990,2025
1703867,Cariri do Tocantins,TO,4166,2025
1703883,Carmolândia,TO,2242,2025
1703891,Carrasco Bonito,TO,3344,2025
1703909,Caseara,TO,5028,2025
1704105,Centenário,TO,2111,2025
1704600,Chapada de Areia,TO,1574,2025
1705102,Chapada da Natividade,TO,3176,2025
1705508,Colinas do Tocantins,TO,36209,2025
1705557,Combinado,TO,4906,2025
1705607,Conceição do Tocantins,TO,3942,2025
1706001,Couto Magalhães,TO,5540,2025
1706100,Cristalândia,TO,6392,2025
1706258,Crixás do Tocantins,TO,1494,2025
1706506,Darcinópolis,TO,6093,2025
1707009,Dianópolis,TO,17966,2025
1707108,Divinópolis do Tocantins,TO,7343,2025
1707207,Dois Irmãos do Tocantins,TO,6352,2025
1707306,Dueré,TO,4304,2025
1707405,Esperantina,TO,7385,2025
1707553,Fátima,TO,3503,2025
1707652,Figueirópolis,TO,5334,2025
1707702,Filadélfia,TO,7784,2025
1708205,Formoso do Araguaia,TO,19473,2025
1708254,Tabocão,TO,3741,2025
1708304,Goianorte,TO,4832,2025
1709005,Goiatins,TO,12851,2025
1709302,Guaraí,TO,25831,2025
1709500,Gurupi,TO,90209,2025
1709807,Ipueiras,TO,1626,2025
1710508,Itacajá,TO,6959,2025
1710706,Itaguatins,TO,5160,2025
1710904,Itapiratins,TO,3685,2025
1711100,Itaporã do Tocantins,TO,2464,2025
1711506,Jaú do Tocantins,TO,3396,2025
1711803,Juarina,TO,2308,2025
1711902,Lagoa da Confusão,TO,16629,2025
1711951,Lagoa do Tocantins,TO,3613,2025
1712009,Lajeado,TO,3559,2025
1712157,Lavandeira,TO,1676,2025
1712405,Lizarda,TO,2950,2025
1712454,Luzinópolis,TO,2811,2025
1712504,Marianópolis do Tocantins,TO,4793,2025
1712702,Mateiros,TO,2922,2025
1712801,Maurilândia do Tocantins,TO,3171,2025
1713205,Miracema do Tocantins,TO,18679,2025
1713304,Miranorte,TO,13073,2025
1713601,Monte do Carmo,TO,5667,2025
1713700,Monte Santo do Tocantins,TO,2521,2025
1713809,Palmeiras do Tocantins,TO,4850,2025
1713957,Muricilândia,TO,3501,2025
1714203,Natividade,TO,8956,2025
1714302,Nazaré,TO,4672,2025
1714880,Nova Olinda,TO,10600,2025
1715002,Nova Rosalândia,TO,3382,2025
1715101,Novo Acordo,TO,4118,2025
1715150,Novo Alegre,TO,1817,2025
1715259,Novo Jardim,TO,2251,2025
1715507,Oliveira de Fátima,TO,1220,2025
1715705,Palmeirante,TO,4905,2025
1715754,Palmeirópolis,TO,7104,2025
1716109,Paraíso do Tocantins,TO,55704,2025
1716208,Paranã,TO,10877,2025
1716307,Pau D'Arco,TO,4057,2025
1716505,Pedro Afonso,TO,14895,2025
1716604,Peixe,TO,9384,2025
1716653,Pequizeiro,TO,5035,2025
1716703,Colméia,TO,9155,2025
1717008,Pindorama do Tocantins,TO,4599,2025
1717206,Piraquê,TO,2229,2025
1717503,Pium,TO,7408,2025
1717800,Ponte Alta do Bom Jesus,TO,4280,2025
1717909,Ponte Alta do Tocantins,TO,7874,2025
1718006,Porto Alegre do Tocantins,TO,2960,2025
1718204,Porto Nacional,TO,69551,2025
1718303,Praia Norte,TO,9552,2025
1718402,Presidente Kennedy,TO,3016,2025
1718451,Pugmil,TO,2223,2025
1718501,Recursolândia,TO,3454,2025
1718550,Riachinho,TO,4029,2025
1718659,Rio da Conceição,TO,1827,2025
1718709,Rio dos Bois,TO,2845,2025
1718758,Rio Sono,TO,4718,2025
1718808,Sampaio,TO,4397,2025
1718840,Sandolândia,TO,3900,2025
1718865,Santa Fé do Araguaia,TO,7533,2025
1718881,Santa Maria do Tocantins,TO,2716,2025
1718899,Santa Rita do Tocantins,TO,2299,2025
1718907,Santa Rosa do Tocantins,TO,4799,2025
1719004,Santa Tereza do Tocantins,TO,2907,2025
1720002,Santa Terezinha do Tocantins,TO,2461,2025
1720101,São Bento do Tocantins,TO,6004,2025
1720150,São Félix do Tocantins,TO,1897,2025
1720200,São Miguel do Tocantins,TO,14116,2025
1720259,São Salvador do Tocantins,TO,2356,2025
1720309,São Sebastião do Tocantins,TO,4182,2025
1720499,São Valério,TO,4554,2025
1720655,Silvanópolis,TO,5259,2025
1720804,Sítio Novo do Tocantins,TO,11446,2025
1720853,Sucupira,TO,1591,2025
1720903,Taguatinga,TO,14199,2025
1720937,Taipas do Tocantins,TO,2092,2025
1720978,Talismã,TO,2505,2025
1721000,Palmas,TO,328499,2025
1721109,Tocantínia,TO,7802,2025
1721208,Tocantinópolis,TO,23225,2025
1721257,Tupirama,TO,2024,2025
1721307,Tupiratins,TO,1886,2025
1722081,Wanderlândia,TO,10734,2025
1722107,Xambioá,TO,10636,2025
2100055,Açailândia,MA,110611,2025
2100105,Afonso Cunha,MA,6303,2025
2100154,Água Doce do Maranhão,MA,12461,2025
2100204,Alcântara,MA,18721,2025
2100303,Aldeias Altas,MA,23776,2025
2100402,Altamira do Maranhão,MA,6549,2025
2100436,Alto Alegre do Maranhão,MA,24528,2025
2100477,Alto Alegre do Pindaré,MA,26321,2025
2100501,Alto Parnaíba,MA,11392,2025
2100550,Amapá do Maranhão,MA,7380,2025
2100600,Amarante do Maranhão,MA,38335,2025
2100709,Anajatuba,MA,26250,2025
2100808,Anapurus,MA,14113,2025
2100832,Apicum-Açu,MA,18033,2025
2100873,Araguanã,MA,11297,2025
2100907,Araioses,MA,40231,2025
2100956,Arame,MA,26089,2025
2101004,Arari,MA,30555,2025
2101103,Axixá,MA,12091,2025
2101202,Bacabal,MA,107755,2025
2101251,Bacabeira,MA,17459,2025
2101301,Bacuri,MA,16591,2025
2101350,Bacurituba,MA,5375,2025
2101400,Balsas,MA,105974,2025
2101509,Barão de Grajaú,MA,19493,2025
2101608,Barra do Corda,MA,87757,2025
2101707,Barreirinhas,MA,68234,2025
2101731,Belágua,MA,8751,2025
2101772,Bela Vista do Maranhão,MA,12104,2025
2101806,Benedito Leite,MA,5599,2025
2101905,Bequimão,MA,19968,2025
2101939,Bernardo do Mearim,MA,5989,2025
2101970,Boa Vista do Gurupi,MA,7781,2025
2102002,Bom Jardim,MA,33936,2025
2102036,Bom Jesus das Selvas,MA,29606,2025
2102077,Bom Lugar,MA,12371,2025
2102101,Brejo,MA,35354,2025
2102150,Brejo de Areia,MA,9363,2025
2102200,Buriti,MA,30866,2025
2102309,Buriti Bravo,MA,22938,2025
2102325,Buriticupu,MA,56733,2025
2102358,Buritirana,MA,13125,2025
2102374,Cachoeira Grande,MA,10032,2025
2102408,Cajapió,MA,10336,2025
2102507,Cajari,MA,16680,2025
2102556,Campestre do Maranhão,MA,12536,2025
2102606,Cândido Mendes,MA,20440,2025
2102705,Cantanhede,MA,25059,2025
2102754,Capinzal do Norte,MA,11681,2025
2102804,Carolina,MA,24619,2025
2102903,Carutapera,MA,24906,2025
2103000,Caxias,MA,163546,2025
2103109,Cedral,MA,10446,2025
2103125,Central do Maranhão,MA,7220,2025
2103158,Centro do Guilherme,MA,12693,2025
2103174,Centro Novo do Maranhão,MA,16477,2025
2103208,Chapadinha,MA,84395,2025
2103257,Cidelândia,MA,13141,2025
2103307,Codó,MA,118283,2025
2103406,Coelho Neto,MA,42841,2025
2103505,Colinas,MA,41788,2025
2103554,Conceição do Lago-Açu,MA,15278,2025
2103604,Coroatá,MA,61337,2025
2103703,Cururupu,MA,32602,2025
2103752,Davinópolis,MA,14828,2025
2103802,Dom Pedro,MA,23594,2025
2103901,Duque Bacelar,MA,10443,2025
2104008,Esperantinópolis,MA,18734,2025
2104057,Estreito,MA,34321,2025
2104073,Feira Nova do Maranhão,MA,8237,2025
2104081,Fernando Falcão,MA,11219,2025
2104099,Formosa da Serra Negra,MA,18150,2025
2104107,Fortaleza dos Nogueiras,MA,12963,2025
2104206,Fortuna,MA,17347,2025
2104305,Godofredo Viana,MA,10424,2025
2104404,Gonçalves Dias,MA,17580,2025
2104503,Governador Archer,MA,10476,2025
2104552,Governador Edison Lobão,MA,18963,2025
2104602,Governador Eugênio Barros,MA,14264,2025
2104628,Governador Luiz Rocha,MA,7216,2025
2104651,Governador Newton Bello,MA,10993,2025
2104677,Governador Nunes Freire,MA,23526,2025
2104701,Graça Aranha,MA,6160,2025
2104800,Grajaú,MA,76837,2025
2104909,Guimarães,MA,10439,2025
2105005,Humberto de Campos,MA,26550,2025
2105104,Icatu,MA,25332,2025
2105153,Igarapé do Meio,MA,14383,2025
2105203,Igarapé Grande,MA,10461,2025
2105302,Imperatriz,MA,285806,2025
2105351,Itaipava do Grajaú,MA,14142,2025
2105401,Itapecuru Mirim,MA,62264,2025
2105427,Itinga do Maranhão,MA,22896,2025
2105450,Jatobá,MA,7593,2025
2105476,Jenipapo dos Vieiras,MA,17529,2025
2105500,João Lisboa,MA,25311,2025
2105609,Joselândia,MA,15227,2025
2105658,Junco do Maranhão,MA,5282,2025
2105708,Lago da Pedra,MA,45865,2025
2105807,Lago do Junco,MA,9687,2025
2105906,Lago Verde,MA,15069,2025
2105922,Lagoa do Mato,MA,10806,2025
2105948,Lago dos Rodrigues,MA,8962,2025
2105963,Lagoa Grande do Maranhão,MA,11731,2025
2105989,Lajeado Novo,MA,7232,2025
2106003,Lima Campos,MA,11559,2025
2106102,Loreto,MA,11884,2025
2106201,Luís Domingues,MA,7366,2025
2106300,Magalhães de Almeida,MA,13933,2025
2106326,Maracaçumé,MA,21730,2025
2106359,Marajá do Sena,MA,7153,2025
2106375,Maranhãozinho,MA,14092,2025
2106409,Mata Roma,MA,17581,2025
2106508,Matinha,MA,22540,2025
2106607,Matões,MA,33327,2025
2106631,Matões do Norte,MA,18021,2025
2106672,Milagres do Maranhão,MA,9065,2025
2106706,Mirador,MA,21536,2025
2106755,Miranda do Norte,MA,24373,2025
2106805,Mirinzal,MA,14298,2025
2106904,Monção,MA,28563,2025
2107001,Montes Altos,MA,9306,2025
2107100,Morros,MA,19015,2025
2107209,Nina Rodrigues,MA,14589,2025
2107258,Nova Colinas,MA,5148,2025
2107308,Nova Iorque,MA,4409,2025
2107357,Nova Olinda do Maranhão,MA,14379,2025
2107407,Olho d'Água das Cunhãs,MA,18288,2025
2107456,Olinda Nova do Maranhão,MA,13921,2025
2107506,Paço do Lumiar,MA,153158,2025
2107605,Palmeirândia,MA,21657,2025
2107704,Paraibano,MA,18589,2025
2107803,Parnarama,MA,32232,2025
2107902,Passagem Franca,MA,17591,2025
2108009,Pastos Bons,MA,19266,2025
2108058,Paulino Neves,MA,17578,2025
2108108,Paulo Ramos,MA,20798,2025
2108207,Pedreiras,MA,38252,2025
2108256,Pedro do Rosário,MA,24955,2025
2108306,Penalva,MA,33496,2025
2108405,Peri Mirim,MA,11229,2025
2108454,Peritoró,MA,20903,2025
2108504,Pindaré-Mirim,MA,32542,2025
2108603,Pinheiro,MA,88091,2025
2108702,Pio XII,MA,22374,2025
2108801,Pirapemas,MA,18132,2025
2108900,Poção de Pedras,MA,17394,2025
2109007,Porto Franco,MA,24571,2025
2109056,Porto Rico do Maranhão,MA,6092,2025
2109106,Presidente Dutra,MA,46606,2025
2109205,Presidente Juscelino,MA,11616,2025
2109239,Presidente Médici,MA,4717,2025
2109270,Presidente Sarney,MA,17925,2025
2109304,Presidente Vargas,MA,10791,2025
2109403,Primeira Cruz,MA,13920,2025
2109452,Raposa,MA,32156,2025
2109502,Riachão,MA,22740,2025
2109551,Ribamar Fiquene,MA,7601,2025
2109601,Rosário,MA,39761,2025
2109700,Sambaíba,MA,6234,2025
2109759,Santa Filomena do Maranhão,MA,6833,2025
2109809,Santa Helena,MA,43200,2025
2109908,Santa Inês,MA,88249,2025
2110005,Santa Luzia,MA,58839,2025
2110039,Santa Luzia do Paruá,MA,24890,2025
2110104,Santa Quitéria do Maranhão,MA,24495,2025
2110203,Santa Rita,MA,38542,2025
2110237,Santana do Maranhão,MA,10759,2025
2110278,Santo Amaro do Maranhão,MA,14287,2025
2110302,Santo Antônio dos Lopes,MA,14628,2025
2110401,São Benedito do Rio Preto,MA,18810,2025
2110500,São Bento,MA,48166,2025
2110609,São Bernardo,MA,27910,2025
2110658,São Domingos do Azeitão,MA,8236,2025
2110708,São Domingos do Maranhão,MA,35247,2025
2110807,São Félix de Balsas,MA,4491,2025
2110856,São Francisco do Brejão,MA,9202,2025
2110906,São Francisco do Maranhão,MA,12360,2025
2111003,São João Batista,MA,18889,2025
2111029,São João do Carú,MA,12360,2025
2111052,São João do Paraíso,MA,10091,2025
2111078,São João do Soter,MA,17253,2025
2111102,São João dos Patos,MA,25910,2025
2111201,São José de Ribamar,MA,259164,2025
2111250,São José dos Basílios,MA,7094,2025
2111300,São Luís,MA,1089215,2025
2111409,São Luís Gonzaga do Maranhão,MA,18123,2025
2111508,São Mateus do Maranhão,MA,40177,2025
2111532,São Pedro da Água Branca,MA,14786,2025
2111573,São Pedro dos Crentes,MA,5993,2025
2111607,São Raimundo das Mangabeiras,MA,19158,2025
2111631,São Raimundo do Doca Bezerra,MA,5761,2025
2111672,São Roberto,MA,4577,2025
2111706,São Vicente Ferrer,MA,19865,2025
2111722,Satubinha,MA,8821,2025
2111748,Senador Alexandre Costa,MA,10447,2025
2111763,Senador La Rocque,MA,15044,2025
2111789,Serrano do Maranhão,MA,10475,2025
2111805,Sítio Novo,MA,17464,2025
2111904,Sucupira do Norte,MA,10471,2025
2111953,Sucupira do Riachão,MA,5081,2025
2112001,Tasso Fragoso,MA,9130,2025
2112100,Timbiras,MA,27328,2025
2112209,Timon,MA,182711,2025
2112233,Trizidela do Vale,MA,23097,2025
2112274,Tufilândia,MA,5633,2025
2112308,Tuntum,MA,37364,2025
